_id,name,asset_type,location_id,street_address,city,latitude,longitude
35254137,ABK Learning & Development Center,schools,8423.0,1801 Jancey Street,Pittsburgh,40.485942,-79.926478
35254138,ABOVE & BEYOND CHILD CAR CENTER,schools,8937.0,2165 NOBLESTOWN ROAD,PITTSBURGH,40.429818,-80.053478
35254139,ABUNDANT BEGINNINGS CHILDCARE AND EARLY LEARNING CENTER,schools,8441.0,235 EASTGATE DRIVE,PITTSBURGH,40.460058,-79.870657
35254140,ACLD Learning Center,schools,8860.0,4900 Girard Road,Pittsburgh,40.360201,-79.97032
35254141,ACLD Tillotson School,schools,8951.0,4900 Girard Rd,Pittsburgh,40.360201,-79.97032
35254142,ACLD Tillotson School,schools,8951.0,4900 Girard Rd,Pittsburgh,40.360201,-79.97032
35254143,ANGELS ARK CHILD CARE,schools,8433.0,715 FREEPORT ROAD,CHESWICK,40.540897,-79.819623
35254144,ANNE ASHLEY MEMORIAL UNITED METHODIST CHURCH,schools,1815.0,334 22ND AVE,MUNHALL,40.3986218043673,-79.8996126397001
35254145,ARSENAL FAMILY AND CHILDRENS CENTER,schools,8402.0,336 SOUTH AIKEN AVENUT,PITTSBURGH,40.467524,-79.934713
35254146,Abraham Lincoln El Sch,schools,8602.0,1524 Hamilton Rd,Pittsburgh,40.355216,-80.016172
35254147,Abraxas Ctr Adlscnt Females,schools,8815.0,437 Turrett St,Pittsburgh,40.462063,-79.909797
35254148,Abraxas III,schools,8810.0,936 W North Ave,Pittsburgh,40.453284,-80.018414
35254149,Academy,schools,8622.0,900 Agnew Rd,Pittsburgh,40.399366,-79.968168
35254150,Academy CS,schools,8622.0,900 Agnew Rd,Pittsburgh,40.399366,-79.968168
35254151,Academy CS,schools,8622.0,900 Agnew Rd,Pittsburgh,40.399366,-79.968168
35254152,Academy at Westinghouse,schools,8824.0,1101 N. Murtland Avenue,Pittsburgh,40.460917,-79.900219
35254153,Acmetonia Primary Sch,schools,8608.0,300 Pearl Street,Cheswick,40.544106,-79.816428
35254154,Adelphoi Education at Millvale,schools,9222.0,608 Farragut St,Pittsburgh,40.48009,-79.976511
35254155,Ag Singer Research Inst,schools,9156.0,320 E North Ave,Pittsburgh,40.456149,-80.003249
35254156,Alle -Kiski Area Hope Center,schools,8881.0,500 East Eighth Avenue,Tarentum,40.604628,-79.752549
35254157,Allegheny Co Community Service,schools,8936.0,"1st Floor, Suite 500, 1 Smithfield St",Pittsburgh,40.436949,-80.000779
35254158,Allegheny IU Co HS,schools,9273.0,4 Station Sq Ste 200,Pittsburgh,40.431086,-80.001624
35254159,Allegheny Valley SD,schools,8539.0,300 Pearl Ave,Cheswick,40.544106,-79.816428
35254160,Allegheny Youth Development,schools,9158.0,2436 California Avenue,Pittsburgh,40.46475,-80.032837
35254161,Allison House,schools,8949.0,99 S Euclid Ave,Pittsburgh,40.491266,-80.052756
35254162,Alt Pro Asso Comm Treat #3,schools,9067.0,2322 Murray Ave,Pittsburgh,40.431022,-79.923329
35254163,Alt Pro Asso Comm Treat #4,schools,9019.0,527 S Braddock Ave,Pittsburgh,40.441954,-79.897215
35254164,Alt Pro Asso Comm Treat #5,schools,8987.0,315 N Mathilda St,Pittsburgh,40.467574,-79.945983
35254165,Alt Pro Asso E L B Unit U,schools,9081.0,6017 E Liberty Blvd,Pittsburgh,40.465878,-79.921986
35254166,Alt Pro Asso Family Dev Prog,schools,9023.0,8620 Bricelyn Street Ext,Pittsburgh,40.436719,-79.869393
35254167,Alt Pro Asso S Area Shelter,schools,9270.0,770 Broughon Road,Bethel Park,40.335615,-80.004861
35254168,Alt Pro Assoc G G H,schools,9075.0,5530 Stanton Ave,Pittsburgh,40.471905,-79.927265
35254169,Alt Pro Assoc I T C,schools,8884.0,922 N Negley Ave,Pittsburgh,40.473238,-79.925552
35254170,Alt Pro Assoc Roup,schools,9166.0,322 Roup Ave,Pittsburgh,40.460949,-79.935198
35254171,Alternative Ed Program,schools,8827.0,8235 Ohio River Blvd,Pittsburgh,40.510899,-80.099246
35254172,Alternative Ed Program Annex,schools,8898.0,734 Miller Ave,Clairton,40.289009,-79.884508
35254173,Alternative Living Solutions Sil  - #446300,schools,9251.0,1337 Broad St,Greensburg,40.27947,-79.546759
35254174,Angels Ark Childcare Center,schools,9091.0,615 Pittsburgh St,Springdale,40.541075,-79.783676
35254175,Apostolic Faith Church,schools,9248.0,44 Miller Street,Rankin,40.415931,-79.884622
35254176,As Wee Care,schools,9269.0,2809 Brighton Road,Pittsburgh,40.471107,-80.025952
35254177,Assn Ed Consulting Inc,schools,9001.0,McKnight Pine Crk Rd,Wexford,40.623937,-80.065325
35254178,Auberle,schools,8787.0,1101 Hartman St,Mc Keesport,40.348849,-79.833494
35254179,Auberle  - Hartman Street Residential,schools,9185.0,1101 Hartman Street,McKeesport,40.348849,-79.833494
35254180,Auberle  - Romine Avenue,schools,9185.0,1101 Hartman Street,McKeesport,40.348849,-79.833494
35254181,Auberle Girls Group Home,schools,9071.0,201 Caldwell Ave,Wilmerding,40.392502,-79.810813
35254182,Auberle Girls Group Home,schools,9172.0,RD 4 Box 2278A,Mt Pleasant,40.163439,-79.519592
35254183,Auberle Girls Semi Ind,schools,9153.0,15 Eagle St,Mount Pleasant,40.151103,-79.547696
35254184,Auberle Goal I & II Apts,schools,9051.0,810 Evans Ave,Mc Keesport,40.348579,-79.849578
35254185,Auberle McKeesport Hartman Street,schools,9231.0,"Auberle  - McKeesport Hartman St., 1101 Hartman Street",McKeesport,40.348849,-79.833494
35254186,Auberle Semi -Ind Living Prog,schools,9015.0,1028 Lincoln Way,Mc Keesport,40.35468,-79.825457
35254187,Auberle Semi -Ind Living Prog,schools,9126.0,1318 Hamilton St,Mc Keesport,40.343793,-79.844383
35254188,Auberle Shelter Group Home,schools,9074.0,122 S 3rd St,Duquesne,40.371083,-79.847204
35254189,Auberle Youth & Fam Comm Prog,schools,9143.0,1305 5th Ave,East Mc Keesport,40.37943,-79.81281
35254190,Augustana Camp Association,schools,9116.0,7807 Saint Lawrence Ave,Pittsburgh,40.423542,-79.881283
35254191,Allegheny IU 3,schools,8530.0,475 East Waterfront Drive,Homestead,40.412932,-79.908399
35254192,Avalon El Sch,schools,8679.0,721 California Ave,Pittsburgh,40.500512,-80.066481
35254193,Avonworth El Sch,schools,8624.0,1320 Roosevelt Rd,Pittsburgh,40.539561,-80.094835
35254194,Avonworth HS,schools,8661.0,304 Josephs Lane,Pittsburgh,40.529931,-80.075838
35254195,Avonworth MS,schools,8587.0,256 Josephs Lane,Pittsburgh,40.530444,-80.077036
35254196,Avonworth Primary Center,schools,8556.0,1310 Roosevelt Road,Pittsburgh,40.539447,-80.09483
35254197,Avonworth SD,schools,8559.0,258 Josephs Lane,Pittsburgh,40.530425,-80.076983
35254198,BETHLEHEM BAPTIST CHURCH,schools,9096.0,716 WALNUT STREET,MCKEESPORT,40.348426,-79.864423
35254199,Baker El Sch,schools,8765.0,2300 Morton Rd,Pittsburgh,40.335928,-80.095575
35254200,Baldwin -Whitehall SD,schools,8533.0,4900 Curry Rd,Pittsburgh,40.354733,-79.993543
35254201,Baldwin SHS,schools,8621.0,4653 Clairton Blvd,Pittsburgh,40.35588,-79.979793
35254202,Baldwin/Knoedler I Head Start,schools,3080.0,361 Knoedler Road,Baldwin,40.3424339057649,-79.9792766251562
35254203,"Banks Learning Center Four, Inc.",schools,8485.0,409 East Ohio Street,Pittsburgh,40.453379,-80.00121
35254204,Banks Learning Center III Inc,schools,9073.0,8053 Mount Carmel Rd,Verona,40.465828,-79.866021
35254205,Banksville Gifted Center,schools,9059.0,101 Carnahan Road,Pittsburgh,40.400575,-80.035897
35254206,Barrett El Sch,schools,8704.0,221 E 12th Ave,Homestead,40.404769,-79.907542
35254207,Bedford Dwellings Tenant Council,schools,9154.0,2305 Bedford Ave.,Pittsburgh,40.452181,-79.969002
35254208,Bellevue El Sch,schools,8674.0,435 Lincoln Ave,Pittsburgh,40.49468,-80.053721
35254209,Benjamin Franklin El Sch,schools,8603.0,5400 Florida Ave,Bethel Park,40.323947,-80.031058
35254210,Bethel Memorial El Sch,schools,8637.0,3301 S Park Rd,Bethel Park,40.324417,-80.054449
35254211,Bethel Park HS,schools,8652.0,309 Church Rd,Bethel Park,40.335788,-80.044553
35254212,Bethel Park SD,schools,8579.0,301 Church Rd,Bethel Park,40.33704,-80.04594
35254213,Bethesda Center Inc,schools,9095.0,7221 -7221 1/2 Kelly St,Pittsburgh,40.455398,-79.896264
35254214,Better Beginnings Child DC Ctr,schools,8963.0,537 Ohio River Blvd,Pittsburgh,40.499147,-80.071533
35254215,Bon Meade El Sch,schools,8689.0,1595 Brodhead Rd,Moon township,40.546363,-80.240166
35254216,Boyce Cmp Middle College Prog,schools,9068.0,595 Beatty Rd,Monroeville,40.452195,-79.752612
35254217,Boyce MS,schools,8733.0,1500 Boyce Rd,Pittsburgh,40.315044,-80.098943
35254218,Boys Club of Western PA,schools,9118.0,4412 Butler St,Pittsburgh,40.471943,-79.959442
35254219,Bradford Child Care Services,schools,8401.0,"1370 Washington Pike, Suite 100",Bridgeville,40.378918,-80.09629
35254220,Bradford Woods El Sch,schools,8667.0,41 Forest Road,Bradford Woods,40.633973,-80.073365
35254221,Bradley Center,schools,8862.0,3710 Saxonburg Blvd,Pittsburgh,40.575511,-79.89045
35254222,Bradley Center  - Hampton,schools,9097.0,3999 Middle Rd,Allison Park,40.563746,-79.928978
35254223,Bradley Center  - Mt. Lebanon,schools,9234.0,2904 Castlegate Avenue,Pittsburgh,40.390867,-80.026476
35254224,Bradley Center Annex,schools,8955.0,Saxonburg Blvd,Pittsburgh,40.5042,-79.951596
35254225,Bradley School,schools,9175.0,5180 Campbells Run Road,Pittsburgh,40.441542,-80.155925
35254226,Brentwood Borough SD,schools,8545.0,3601 Brownsville Rd,Pittsburgh,40.374249,-79.975565
35254227,Baldwin/Knoedler II Head Start,schools,3080.0,361 Knoedler Road,Baldwin,40.3424339057649,-79.9792766251562
35254228,Auntie Sherrys Christ Child C,schools,8933.0,8020 Frankstown Ave,Pittsburgh,40.455524,-79.88383
35254229,Brentwood SHS,schools,8545.0,3601 Brownsville Rd,Pittsburgh,40.374249,-79.975565
35254230,Bridge Program,schools,9198.0,6027 Library Road,Bethel Park,40.302134,-80.030555
35254231,Bright Start Lrn Ctr,schools,9076.0,320 Old Washington Pk,Carnegie,40.384692,-80.090436
35254232,Brightside Academy,schools,8943.0,935 Penn Avenue,Pittsburgh,40.444061,-79.997162
35254233,Brookline Boulevard U P Church dba Brookline Kids Preschool,schools,8448.0,1036 Brookline Blvd,Pittsburgh,40.391803,-80.016466
35254234,Carnegie Head Start,schools,3081.0,630 Washington Avenue,Carnegie,40.4046369619485,-80.0840839185839
35254235,Brooks Elementary,schools,9065.0,Hassam Road,Coraopolis,40.501414,-80.19291
35254236,Burchfield Primary Sch,schools,8748.0,1500 Burchfield Rd,Allison Park,40.548068,-79.943623
35254237,CALVARY FULL GOSPEL CHURCH OF BRIDGEVILLE,schools,8411.0,538 Hickory Grade Road,Bridgeville,40.347365,-80.144321
35254238,CHATTERBOX DAYCARE CENTER INC,schools,9121.0,10143 FRANKSTOWN ROAD,PITTSBURGH,40.463513,-79.851124
35254239,"CHERISHED CHILDREN, LLC",schools,9260.0,"1403 LINCOLN AVENUE, SUITE 1",PITTSBURGH,40.468003,-79.896901
35254240,CHILDRENS ADVENTURE LEARNING CENTER,schools,8886.0,630 WASHINGTON AVENUE,CARNEGIE,40.40468,-80.083547
35254241,CHILDRENS LEARNING & DEVEL CTR,schools,8983.0,3467 BATES STREET,PITTSBURGH,40.436889,-79.955198
35254242,CHRISTIAN & MISSIONARY ALLEGHENY CTR ALLIANCE CHURCH,schools,2932.0,250 EAST OHIO STREET,PITTSBURGH,40.4533965,-80.0035013
35254243,CONNECTIONS CAFE,schools,8462.0,3467 BATES STREET,PTTTSBURGH,40.436889,-79.955198
35254244,COVENANT CHURCH OF PITTSBURGH,schools,8965.0,1111 WOOD STREET,PITTSBURGH,40.444678,-79.884269
35254245,CPN York LLC,schools,8427.0,332 Fifth Avenue,Pittsburgh,40.440318,-79.999301
35254246,CPNH1MC LLC,schools,9006.0,332 Fifth Avenue  - Warner Center,Pittsburgh,40.447118,-79.99313
35254247,CPNS47 LLC,schools,8453.0,332 Fifth Ave,Pittsburgh,40.440318,-79.999301
35254248,Camp Yough,schools,9221.0,429 Duncan Station Road,McKeesport,40.286535,-79.804994
35254249,Carlynton JSHS,schools,8560.0,435 Kings Hwy,Carnegie,40.428258,-80.095558
35254250,Carlynton SD,schools,8560.0,435 Kings Hwy,Carnegie,40.428258,-80.095558
35254251,Carnegie El Sch,schools,8615.0,301 Franklin Ave,Carnegie,40.401646,-80.083047
35254252,Carlynton/St. John's Head Start,schools,439.0,601 Washington Avenue,Carnegie,40.405371,-80.083277
35254253,Carnegie Mellon University Childrens School,schools,8855.0,"Carnegie Mellon University, 5000 Forbes Avenue, MMC -17",Pittsburgh,40.444662,-79.943374
35254254,Carol Leone Gymnastics and Daycare,schools,8889.0,551 Thorn Run Rd,Moon Township,40.522009,-80.184436
35254255,Carriage House Childrens Ctr,schools,8919.0,5604 Solway Street,Pittsburgh,40.442968,-79.926736
35254256,Carrick Ave Group Home,schools,9054.0,10 Carrick Ave,Pittsburgh,40.387279,-79.983254
35254257,Carson MS,schools,8512.0,200 Hillvue Lane,Pittsburgh,40.568798,-80.034156
35254258,Catholic Booth Care Center,schools,9008.0,2214 Pauline Ave,Pittsburgh,40.404115,-80.02482
35254259,Catholic Charities Dio of Pgh,schools,8872.0,212 9th St,Pittsburgh,40.443655,-79.99831
35254260,Catholic Youth Assoc Pbgh,schools,1095.0,286 Main St,Pittsburgh,40.4676410239694,-79.9586206924632
35254261,Center El Sch,schools,8777.0,201 Center New Texas Rd,Pittsburgh,40.482419,-79.757542
35254262,Center That C.A.R.E.S,schools,8496.0,2701 Centre Avenue,Pittsburgh,40.447228,-79.967313
35254263,Brentwood MS,schools,8545.0,3601 Brownsville Rd,Pittsburgh,40.374249,-79.975565
35254264,Central El Sch,schools,8631.0,4100 Middle Rd,Allison Park,40.572384,-79.926963
35254265,Central El Sch,schools,8523.0,401 Rock Run Road,Elizabeth,40.273539,-79.826942
35254266,Chartiers Valley HS,schools,8607.0,50 Thoms Run Rd,Bridgeville,40.380237,-80.10612
35254267,Chartiers Valley Intrmd School,schools,8582.0,2030 Swallow Hill Rd,Pittsburgh,40.39758,-80.07704
35254268,Chartiers Valley MS,schools,8607.0,50 Thoms Run Rd,Bridgeville,40.380237,-80.10612
35254269,Chartiers Valley Primary Sch,schools,8592.0,125 Thoms Run Rd,Bridgeville,40.380237,-80.10612
35254270,Chartiers Valley SD,schools,8582.0,2030 Swallow Hill Rd,Pittsburgh,40.39758,-80.07704
35254271,Chartiers Valley Salvation Army,schools,8842.0,505 Washington Avenue,Carnegie,40.408103,-80.083698
35254272,Chatham College Summer Food Program,schools,8801.0,Woodland Road,Pittsburgh,40.453332,-79.932186
35254273,Cheryls Day Care,schools,8907.0,35 Ingram Ave,Pittsburgh,40.443441,-80.066685
35254274,Child of the King,schools,9258.0,302 W North Avenue,Pittsburgh,40.45492,-80.009699
35254275,Children & Yth Srvc Allgy Co,schools,9012.0,933 Penn Ave,Pittsburgh,40.444118,-79.996941
35254276,Children Academy International,schools,8507.0,"4058 Clairton Blvd., 4058 Saw Mill Run Blvd.",Pittsburgh,40.367685,-79.983786
35254277,Children as Professionals LLC,schools,8473.0,"5950 Centre Avenue, Suite A",Pittsburgh,40.459393,-79.926897
35254278,Children's Hospital of Pittsburgh Family Care Connection,schools,9242.0,3705 Fifth Avenue,Pittsburgh,40.441612,-79.958928
35254279,"Childrens Christian Home Daycare, Inc.",schools,8908.0,3009 Gilmore Avenue,Pittsburgh,40.460657,-79.864009
35254280,Childrens Institute of Pittsburgh,schools,8935.0,1405 Shady Avenue,Pittsburgh,40.443209,-79.919456
35254281,Childrens Institute of Pittsburgh,schools,8935.0,1405 Shady Avenue,Pittsburgh,40.443209,-79.919456
35254282,Childrens Services of W PA,schools,9132.0,1116 Pennsbury Blvd,Pittsburgh,40.429326,-80.101275
35254283,Childs Way,schools,8812.0,5425 Baum Boulevard,Pittsburgh,40.457282,-79.93742
35254284,Christian Church in PA,schools,9145.0,670 Rodi Rd,Penn Hills,40.446164,-79.827991
35254285,Circle C Youth & Family Services Carrick Group Home,schools,9186.0,10 Carrick Avenue,Pittsburgh,40.387279,-79.983254
35254286,Circle C Youth & Family Services Euclid Group Home,schools,9190.0,99 South Euclid Avenue,Pittsburgh,40.491266,-80.052756
35254287,Circle C Youth & Family Services Oasis Group Home,schools,9204.0,227 Seabright Street,Pittsburgh,40.466019,-80.009128
35254288,Circle C Youth and Family,schools,8946.0,2121 Noblestown Rd Ste 100,Pittsburgh,40.429832,-80.053478
35254289,City CHS,schools,8509.0,"201 Stanwix Street, Suuite 100",Pittsburgh,40.439885,-80.004868
35254290,City CHS,schools,8686.0,"201 Stanwix Street, Suite 100",Pittsburgh,40.439885,-80.004868
35254291,City of McKeesport,schools,9040.0,201 Lysle Blvd,Mc Keesport,40.351407,-79.86642
35254292,Clairton City SD,schools,8534.0,502 Mitchell Ave,Clairton,40.291361,-79.886274
35254293,Clairton El Sch,schools,8599.0,501 Waddell Ave,Clairton,40.293573,-79.884118
35254294,Children’s Adventure Learning Center,schools,3081.0,630 Washington Avenue,Carnegie,40.4046369619485,-80.0840839185839
35254295,Clairton I Head Start,schools,3082.0,734 Miller Avenue,Clairton,40.288959298953,-79.8837219250504
35254296,Clairton MS/HS,schools,8599.0,501 Waddell Ave,Clairton,40.293573,-79.884118
35254297,Clairton II Head Start,schools,3082.0,734 Miller Avenue,Clairton,40.288959298953,-79.8837219250504
35254298,Center for Fmly Excellence Inc,schools,9086.0,409 Dinwiddie St,Pittsburgh,40.442829,-79.980461
35254299,Colfax Upper El Sch,schools,8653.0,430 Colfax St,Springdale,40.544495,-79.784292
35254300,Community Development Institute,schools,8788.0,"10 Allegheny Center, Suite 100",Pittsburgh,40.451343,-80.003164
35254301,Community Human Services Corp,schools,9137.0,374 Lawn St,Pittsburgh,40.433617,-79.961155
35254302,Community Preschool & Nursery,schools,9133.0,6027 - 6033 Broad Street,Pittsburgh,40.462052,-79.923196
35254303,Community School West,schools,9009.0,216 Jefferson Ave,Pittsburgh,40.489683,-80.051878
35254304,Community Specialists,schools,8878.0,2200 Sleepy Hollow Rd,Pittsburgh,40.298578,-80.004719
35254305,Community of Reconciliation Church,schools,8470.0,100 N. Bellefield Avenue,Pittsburgh,40.446954,-79.952111
35254306,Shop N Save,wic_vendors,84633.0,4548 Broadway  Boulevard,Monroeville,40.389146494909,-79.7671915533704
35254307,Concerned CitizensCommunity Creation Center DBA 5C's Corpora,schools,8894.0,615 N Lang Avenue,Pittsburgh,40.455671,-79.899422
35254308,Conleys Creative Child Care,schools,9045.0,3200 W Run Rd,Munhall,40.389299,-79.9066
35254309,Connect Four STEM Academy Inc,schools,8415.0,5785 Saltsburg Road,Verona,40.482003,-79.827215
35254310,Coraopolis Church of God,schools,9199.0,1101 Vance Ave,Coraopolis,40.514834,-80.16434
35254311,Cornell El Sch,schools,9272.0,1099 Maple Street Ext,Coraopolis,40.510769,-80.165152
35254312,Cornell HS,schools,8822.0,1099 Maple St,Coraopolis,40.509393,-80.16786
35254313,Cornell SD,schools,8519.0,1099 Maple Street,Coraopolis,40.509393,-80.16786
35254314,Cornell/Moon,schools,3084.0,110 Walridge Dr,Moon Twp,40.5235572935121,-80.197017861138
35254315,Cornerstone Leadership Academy,schools,9207.0,128 S. 3rd Street,Duquesne,40.370744,-79.847063
35254316,Council 3 Rvs Amr in Ctr Inc,schools,9016.0,200 Charles St,Pittsburgh,40.581131,-79.894978
35254317,Crafton Childrens Corner,schools,8999.0,545 Hamilton Road,Pittsburgh,40.432504,-80.083243
35254318,Crafton Childrens Corner,schools,9149.0,"875 Greentree Road, Bldg. 6 G5",Pittsburgh,40.424813,-80.04266
35254319,Crafton Childrens Corner,schools,9259.0,2702 Banksville Ave,Pittsburgh,40.40587,-80.038375
35254320,Crafton El Sch,schools,8614.0,1874 Crafton Blvd,Pittsburgh,40.430972,-80.067407
35254321,Craig Academy Elementary/Sharpsburg,schools,9177.0,200 Linden Avenue,Sharpsburg,40.495084,-79.931869
35254322,Curtisville Pri Ctr,schools,8630.0,1715 Saxonburg Boulevard,Tarentum,40.645559,-79.848898
35254323,Cynthia K Francks Child Care Inc.,schools,8984.0,141 Ritzland Road,Pittsburgh,40.462526,-79.838752
35254324,DESIREE JOHNSON DBA LITTLE STAR CHILD CARE & LEARNING CENTER,schools,8934.0,"307 KENNEDY AVENUE, FIRST FLOOR",DUQUESNE,40.371609,-79.847778
35254325,DESIREE JOHNSON DBA LITTLE STAR CHILD CARE & LEARNING CENTER,schools,8934.0,"307 KENNEDY AVENUE, FIRST FLOOR",DUQUESNE,40.371609,-79.847778
35254326,DESIREE JOHNSON DBA LITTLE STAR CHILD CARE & LEARNING CENTER,schools,8934.0,"307 KENNEDY AVENUE, FIRST FLOOR",DUQUESNE,40.371609,-79.847778
35254327,DESIREE JOHNSON DBA LITTLE STAR CHILD CARE & LEARNING CENTER,schools,8934.0,"307 KENNEDY AVENUE, FIRST FLOOR",DUQUESNE,40.371609,-79.847778
35254328,DYNAMITE DAYCARE INC,schools,8437.0,321 E 6TH AVE,TARENTUM,40.602925,-79.753132
35254329,Dairy & Nutrition Cncl Mideast,schools,8859.0,9370 McKnight Rd Ste 306,Pittsburgh,40.575515,-80.025227
35254330,Cornell/Moon Pre-K Counts,schools,3084.0,110 Walridge Dr,Moon Twp,40.5235572935121,-80.197017861138
35254331,Clara Barton El Sch,schools,8761.0,764 Beverly Dr,West Mifflin,40.34305,-79.920455
35254332,DePaul Institute,schools,9127.0,6202 Alder St,Pittsburgh,40.45691,-79.923055
35254333,DePaul Institute,schools,9127.0,6202 Alder St,Pittsburgh,40.45691,-79.923055
35254334,Deborah Palm Tree Chapel,schools,9256.0,1713 Meadow Street,McKeesport,40.341031,-79.840287
35254335,Deer Lakes HS,schools,8654.0,163 East Union Rd,Cheswick,40.618554,-79.853021
35254336,Deer Lakes MS,schools,8609.0,17 East Union Road,Cheswick,40.624409,-79.858328
35254337,Deer Lakes SD,schools,8569.0,19 East Union Road,Cheswick,40.624289,-79.858308
35254338,Diocesan Purchasing Commission,schools,9078.0,2900 Noblestown Road,Pittsburgh,40.419399,-80.066621
35254339,Discovery School at Beechwood,schools,9241.0,614 Dorseyville Rd,Pittsburgh,40.542723,-79.905182
35254340,Donaldson Elem Sch,schools,8577.0,600 Donaldson Road,Oakdale,40.42354,-80.23685
35254341,Doris Briston dba Thomas Family Daycare,schools,8417.0,706 Braddock Avenue,Braddock,40.402276,-79.867247
35254342,Dormont El Sch,schools,8642.0,3200 Annapolis Ave,Pittsburgh,40.393823,-80.043853
35254343,Dorseyville MS,schools,8633.0,3732 Saxonburg Blvd,Pittsburgh,40.575637,-79.890351
35254344,Dotties Place DBA 24 -Hour Christian Childcare Services,schools,8436.0,1128 Ross Avenue,Pittsburgh,40.440185,-79.877094
35254345,Dr Cleveland Steward Jr El Sch,schools,8639.0,5000 Gateway Campus Blvd,Monroeville,40.430336,-79.753856
35254346,Dreamers and Achievers Corporation,schools,8428.0,2149 Haymaker Road,Monroeville,40.40772,-79.757238
35254347,Duquesne City SD,schools,8543.0,300 Kennedy Ave,Duquesne,40.371676,-79.847508
35254348,Duquesne El Sch,schools,8807.0,300 Kennedy Avenue,Duquesne,40.371776,-79.847934
35254349,Dept of Human Svs/Office Comm,schools,8497.0,"Human Services Bldg., One Smithfield Street",Pittsburgh,40.447679,-79.993462
35254350,Duquesne I Head Start,schools,3085.0,300 Kennedy Avenue Room 3045,Duquesne,40.3717677565386,-79.8479306194566
35254351,Duquesne II Head Start,schools,3086.0,300 Kennedy Avenue Room 3047,Duquesne,40.3717677565386,-79.8479306194566
35254352,Duquesne Orchard Park,schools,3114.0,1001 Ridge St,Duquesne,40.363147,-79.847167
35254353,Duquesne University,schools,9056.0,"Admin Bldg, 600 Forbes Ave",Pittsburgh,40.43794,-79.991393
35254354,EARTHEN VESSELS OUTREACH,schools,9102.0,4740 FRIENDSHIP AVE,PITTSBURGH,40.462509,-79.947512
35254355,EDDIE WHITES TOTS TO TEENS,schools,8458.0,117 Spencer Avenue,Pittsburgh,40.385753,-79.977201
35254356,ELDER OPTIONS INC DBA SARAH ADULT DAY SERVICES,schools,8418.0,2030 ARDMORE BLVD,PITTSBURGH,40.421629,-79.853505
35254357,ENRICHMENT COMMUNITY SERVICES INC,schools,8494.0,530 Locust Street,McKeesport,40.349847,-79.862913
35254358,ERNESTINE BENNETT DBA TEENIES TOTS CHILD CARE CENTER,schools,9271.0,3311 BRIGHTON ROAD,PITTSBURGH,40.477267,-80.031686
35254359,EXCEL CHILDRENS ACADEMY INC,schools,8426.0,101 BONVUE STREET,PITTSBURGH,40.490086,-80.016744
35254360,Early Childhood Center,schools,9238.0,250 N Bellefield Avenue,Pittsburgh,40.449757,-79.953375
35254361,Duquesne Place,schools,3087.0,2100 Duquesne Place Dr,Duquesne,40.3786455022257,-79.8636532874638
35254362,East Allegheny - Rolling Woods,schools,3088.0,2901 Maryland Avenue,North Versailles,40.381091,-79.833562
35254363,East Allegheny JSHS,schools,8564.0,1150 Jacks Run Rd,North Versailles,40.365256,-79.78448
35254364,East Allegheny SD,schools,8564.0,1150 Jacks Run Rd,North Versailles,40.365256,-79.78448
35254365,East Allegheny - Wilmerding Head Start,schools,3089.0,200 Westinghouse Avenue,Wilmerding,40.3925351057294,-79.8100210529805
35254366,East Allegheny Wilmerding Pre-K Counts,schools,3089.0,200 Westinghouse Avenue,Wilmerding,40.3925351057294,-79.8100210529805
35254367,David E Williams MS,schools,8805.0,60 Gawaldo Dr,Coraopolis,40.48475,-80.102479
35254368,East Liberty Education Center,schools,9226.0,59 Penn Circle West,Pittsburgh,40.461913,-79.928207
35254369,East Suburban YMCA,schools,9082.0,2200 Route 286,Pittsburgh,40.458182,-79.708248
35254370,East Union Intrmd Sch,schools,8597.0,57 East Union Road,Cheswick,40.622762,-79.858354
35254371,East Valley Area BSA,schools,9034.0,510 E 10th Ave,Munhall,40.407367,-79.903083
35254372,Easter Seals Western and Central PA,schools,8482.0,2525 Railroad St,Pittsburgh,40.455878,-79.98064
35254373,Easter Seals of Western and Central PA,schools,8997.0,5337 Triangle Lane,Export,40.418144,-79.64712
35254374,Easter Seals of Western and Central PA,schools,8997.0,5337 Triangle Lane,Export,40.418144,-79.64712
35254375,Easter Seals of Western and Central PA,schools,8498.0,41 Macek Drive,Pittsburgh,40.356813,-79.964361
35254376,Easter Seals of Western and Central PA,schools,8498.0,41 Macek Drive,Pittsburgh,40.356813,-79.964361
35254377,Eastminster Child Care Center,schools,8447.0,250 N Highland Ave,Pittsburgh,40.46324,-79.924043
35254378,Eden Hall Upper El Sch,schools,8854.0,3900 Bakerstown Road,Gibsonia,40.657787,-79.958658
35254379,Edgewood El Sch,schools,8850.0,241 Maple Ave,Pittsburgh,40.432349,-79.882777
35254380,Edgeworth El Sch,schools,8768.0,200 Meadow Ln,Sewickley,40.548368,-80.191598
35254381,Education Center at Watson Institute,schools,8953.0,301 Camp Meeting Rd,Sewickley,40.575653,-80.201322
35254382,Education Center at Watson Institute,schools,8953.0,301 Camp Meeting Rd,Sewickley,40.575653,-80.201322
35254383,Eisenhower El Sch,schools,8762.0,100 Warwick Dr,Pittsburgh,40.348626,-80.062612
35254384,Electric Rainbow Child Dev Ctr,schools,8952.0,1800 West St Rear,Homestead,40.400306,-79.905278
